varName,mysqlCategory,varNameCategory,varNameSubCategory,definition,ICD-10,Feature (MySQL),Similar,Combine,naValues,nullReplace,naReplace,varType,varTypeDetailed,varContinuous,varLevels,varLabels,realLabels,varOrdered,tables_hesids,tables_inpatient,tables_inpatientModel03,tables_ver2Cross,tables_ver2Long,tables_ver2Trigger,tables_ver2Future365,tables_parr,tables_parrTrigger,dummy,mysqlVarType,mysqlDefault,mysqlToDo,rank (party::cforest),abs(rank),perc_ratio(abs(rank))
reference_freq,Clinical,Diagnosis Group,Reference,-,-,reference_freq__90days,TRUE,-,NA,0,NA,numeric,ordinal,T,NA,NA,NA,T,,,,1,1,1,1,1,,,int(11),0,-,3.12E-04,0.000312,6.20%
reference_freq,Clinical,Diagnosis Group,Reference,-,-,reference_freq__trigger,TRUE,-,NA,0,NA,numeric,ordinal,T,NA,NA,NA,T,,,,1,1,1,1,1,,,int(11),0,-,2.93E-04,0.000293,5.83%
reference_freq,Clinical,Diagnosis Group,Reference,-,-,reference_freq__365days,TRUE,-,NA,0,NA,numeric,ordinal,T,NA,NA,NA,T,,,,1,1,1,1,1,,,int(11),0,-,2.14E-04,0.000214,4.25%
rotreatRecoded,Admin.,Geographical,Provider,NA,NA,,FALSE,NA,NA,0,NA,numeric,nominal,F,,,,T,,,1,,,,,,,,int(1),0,-,,,
rotreatRecoded_freq1,Admin.,Geographical,Provider,NA,NA,"if(rotreatRecoded_freq1 = 9, 1, 0) as rotreatRecoded_freq1_9",TRUE,-,NA,0,NA,numeric,ordinal,T,NA,NA,NA,T,,,,1,1,1,1,,,,int(11),0,-,3.45E-05,0.0000345,0.69%
rotreatRecoded_freq1,Admin.,Geographical,Provider,NA,NA,"if(rotreatRecoded_freq1__trigger = 6, 1, 0) as rotreatRecoded_freq1_6__trigger",TRUE,-,NA,0,NA,numeric,ordinal,T,NA,NA,NA,T,,,,1,1,1,1,,,,int(11),0,-,3.29E-05,0.0000329,0.65%
rotreatRecoded_freq1,Admin.,Geographical,Provider,NA,NA,"if(rotreatRecoded_freq1__trigger = 3, 1, 0) as rotreatRecoded_freq1_3__trigger",TRUE,-,NA,0,NA,numeric,ordinal,T,NA,NA,NA,T,,,,1,1,1,1,,,,int(11),0,-,1.98E-05,0.0000198,0.39%
rotreatRecoded_freq1,Admin.,Geographical,Provider,NA,NA,"if(rotreatRecoded_freq1 = 6, 1, 0) as rotreatRecoded_freq1_6",TRUE,-,NA,0,NA,numeric,ordinal,T,NA,NA,NA,T,,,,1,1,1,1,,,,int(11),0,-,1.81E-05,0.0000181,0.36%
rotreatRecoded_freq1,Admin.,Geographical,Provider,NA,NA,"if(rotreatRecoded_freq1__trigger = 7, 1, 0) as rotreatRecoded_freq1_7__trigger",TRUE,-,NA,0,NA,numeric,ordinal,T,NA,NA,NA,T,,,,1,1,1,1,,,,int(11),0,-,1.79E-05,0.0000179,0.36%
rotreatRecoded_freq1,Admin.,Geographical,Provider,NA,NA,"if(rotreatRecoded_freq1 = 4, 1, 0) as rotreatRecoded_freq1_4",TRUE,-,NA,0,NA,numeric,ordinal,T,NA,NA,NA,T,,,,1,1,1,1,,,,int(11),0,-,1.70E-05,0.000017,0.34%
rotreatRecoded_freq1,Admin.,Geographical,Provider,NA,NA,"if(rotreatRecoded_freq1 = 2, 1, 0) as rotreatRecoded_freq1_2",TRUE,-,NA,0,NA,numeric,ordinal,T,NA,NA,NA,T,,,,1,1,1,1,,,,int(11),0,-,1.43E-05,0.0000143,0.28%
rotreatRecoded_freq1,Admin.,Geographical,Provider,NA,NA,"if(rotreatRecoded_freq1 = 8, 1, 0) as rotreatRecoded_freq1_8",TRUE,-,NA,0,NA,numeric,ordinal,T,NA,NA,NA,T,,,,1,1,1,1,,,,int(11),0,-,1.32E-05,0.0000132,0.26%
rotreatRecoded_freq1,Admin.,Geographical,Provider,NA,NA,"if(rotreatRecoded_freq1__trigger = 8, 1, 0) as rotreatRecoded_freq1_8__trigger",TRUE,-,NA,0,NA,numeric,ordinal,T,NA,NA,NA,T,,,,1,1,1,1,,,,int(11),0,-,1.24E-05,0.0000124,0.25%
rotreatRecoded_freq1,Admin.,Geographical,Provider,NA,NA,"if(rotreatRecoded_freq1 = 7, 1, 0) as rotreatRecoded_freq1_7",TRUE,-,NA,0,NA,numeric,ordinal,T,NA,NA,NA,T,,,,1,1,1,1,,,,int(11),0,-,1.20E-05,0.000012,0.24%
rotreatRecoded_freq1,Admin.,Geographical,Provider,NA,NA,"if(rotreatRecoded_freq1 = 1, 1, 0) as rotreatRecoded_freq1_1",TRUE,-,NA,0,NA,numeric,ordinal,T,NA,NA,NA,T,,,,1,1,1,1,,,,int(11),0,-,8.21E-06,0.00000821,0.16%
rotreatRecoded_freq1,Admin.,Geographical,Provider,NA,NA,"if(rotreatRecoded_freq1__trigger = 2, 1, 0) as rotreatRecoded_freq1_2__trigger",TRUE,-,NA,0,NA,numeric,ordinal,T,NA,NA,NA,T,,,,1,1,1,1,,,,int(11),0,-,5.73E-06,0.00000573,0.11%
rotreatRecoded_freq1,Admin.,Geographical,Provider,NA,NA,"if(rotreatRecoded_freq1__trigger = 5, 1, 0) as rotreatRecoded_freq1_5__trigger",TRUE,-,NA,0,NA,numeric,ordinal,T,NA,NA,NA,T,,,,1,1,1,1,,,,int(11),0,-,3.34E-06,0.00000334,0.07%
rotreatRecoded_freq1,Admin.,Geographical,Provider,NA,NA,"if(rotreatRecoded_freq1 = 3, 1, 0) as rotreatRecoded_freq1_3",TRUE,-,NA,0,NA,numeric,ordinal,T,NA,NA,NA,T,,,,1,1,1,1,,,,int(11),0,-,2.99E-06,0.00000299,0.06%
rotreatRecoded_freq1,Admin.,Geographical,Provider,NA,NA,"if(rotreatRecoded_freq1__trigger = 1, 1, 0) as rotreatRecoded_freq1_1__trigger",TRUE,-,NA,0,NA,numeric,ordinal,T,NA,NA,NA,T,,,,1,1,1,1,,,,int(11),0,-,2.88E-06,0.00000288,0.06%
rotreatRecoded_freq1,Admin.,Geographical,Provider,NA,NA,"if(rotreatRecoded_freq1__trigger = 4, 1, 0) as rotreatRecoded_freq1_4__trigger",TRUE,-,NA,0,NA,numeric,ordinal,T,NA,NA,NA,T,,,,1,1,1,1,,,,int(11),0,-,8.50E-07,0.00000085,0.02%
s_charlsonIndex,Clinical,Diagnosis,CCI,NA,NA,,FALSE,NA,NA,0,NA,numeric,nominal,F,"c(-1, 0, 1:150)","sprintf('%3d', c(-1, 0, 1:150))","c('NA', 'N', 1:150)",T,,,1,,,,,,,,int(11),0,-,,,
s_diag2Diag20,Clinical,Diagnosis,Diagnosis,NA,NA,,FALSE,NA,NA,,NA,character,character,F,NA,NA,NA,F,,,1,,,,,,,,varchar(128),NULL,-,,,
s_hospitalDeath,Admin.,Admission,Discharge Method,NA,NA,,FALSE,NA,NA,0,NA,numeric,nominal,F,"c(0, 1)","c('alive', 'dead')","c('alive', 'dead')",T,,,1,,,,,,,,int(11),NULL,-,,,
s_mainDiag,Clinical,Diagnosis,Diagnosis,NA,NA,,FALSE,NA,NA,0,NA,numeric,nominal,F,"c(0, 1:140)","sprintf('%3d', c(0, 1:140))","sprintf('%3d', c(0, 1:140))",T,,,1,,,,,,,,varchar(128),NULL,-,,,
s_shmiIndex,Clinical,Diagnosis,SHMI,NA,NA,,FALSE,NA,NA,0,NA,numeric,nominal,F,"c(0, 1, 2, 3)","c(0, 1, 2, 3)","c('NA', 1, 2, 3)",T,,,1,,,,,,,,int(1),NULL,-,,,
s_spell,Admin.,Admission,Count,NA,NA,,FALSE,NA,NA,0,NA,numeric,nominal,F,"c(seq(0, 19, 1), seq(20, 2021, 500))","sprintf('%4d', c(seq(0, 19, 1), seq(20, 2021, 500)))","sprintf('%4d', c(seq(0, 19, 1), seq(20, 2021, 500)))",T,,,1,,,,,,,,int(11),NULL,-,,,
s_spellAdmiMeth,Admin.,Admission,Method,NA,NA,,FALSE,NA,NA,0,NA,numeric,nominal,F,"c(1, 2, 3)","c('Elective', 'Unknown', 'Acute')","c(1, ‘NA', 3)",T,,,1,,,,,,,,int(11),NULL,-,,,
s_spellAdmiMeth_acute_freq,Admin.,Admission,Method,NA,NA,s_spellAdmiMeth_acute_freq,TRUE,-,NA,0,NA,numeric,ordinal,T,NA,NA,NA,T,,,,1,1,1,1,,,,int(11),0,-,1.15E-03,0.00115,22.86%
s_spellAdmiMeth_acute_freq,Admin.,Admission,Method,NA,NA,s_spellAdmiMeth_acute_freq__90days,TRUE,-,NA,0,NA,numeric,ordinal,T,NA,NA,NA,T,,,,1,1,1,1,,,,int(11),0,-,9.39E-04,0.000939,18.67%
s_spellAdmiMeth_acute_freq,Admin.,Admission,Method,NA,NA,s_spellAdmiMeth_acute_freq__365days,TRUE,-,NA,0,NA,numeric,ordinal,T,NA,NA,NA,T,,,,1,1,1,1,,,,int(11),0,-,4.24E-04,0.000424,8.43%
s_spellAdmiMeth_acute_freq_bool,Admin.,Admission,Method,NA,NA,,FALSE,NA,NA,0,NA,numeric,nominal,F,"c(0, 1)","c(0, 1)","c('F', 'T')",T,,,,,,,,,,1,int(11),0,-,,,
s_spellAdmiMeth_elective_freq,Admin.,Admission,Method,NA,NA,s_spellAdmiMeth_elective_freq__90days,TRUE,-,NA,0,NA,numeric,ordinal,T,NA,NA,NA,T,,,,1,1,1,1,,,,int(11),0,-,2.27E-04,0.000227,4.51%
s_spellAdmiMeth_elective_freq,Admin.,Admission,Method,NA,NA,s_spellAdmiMeth_elective_freq,TRUE,-,NA,0,NA,numeric,ordinal,T,NA,NA,NA,T,,,,1,1,1,1,,,,int(11),0,-,2.25E-04,0.000225,4.47%
s_spellAdmiMeth_elective_freq,Admin.,Admission,Method,NA,NA,s_spellAdmiMeth_elective_freq__365days,TRUE,-,NA,0,NA,numeric,ordinal,T,NA,NA,NA,T,,,,1,1,1,1,,,,int(11),0,-,2.22E-04,0.000222,4.41%
s_spellAdmiMeth_mixElectiveAcute_freq,Admin.,Admission,Method,NA,NA,,FALSE,NA,NA,0,NA,numeric,ordinal,T,NA,NA,NA,T,,,,1,1,1,1,,,,int(11),0,-,,,
s_spellAdmiMeth_other_freq,Admin.,Admission,Method,NA,NA,,FALSE,NA,NA,0,NA,numeric,ordinal,T,NA,NA,NA,T,,,,1,1,1,1,,,,int(11),0,-,,,
s_spellStartAge,patient,Demographic,Age,NA,NA,,FALSE,NA,NA,0,NA,numeric,nominal,F,c(2 : 21),c(2 : 21),"c('  4', '  9', ' 14', ' 19', ' 24', ' 29', ' 34', ' 39', ' 44', ' 49', ' 54', ' 59', ' 64', ' 69', ' 74', ' 79', ' 84', ' 89', '120', 'NULL')",T,,,1,,,,,,,,int(2),21,-,,,
shmiIndex_avg,Clinical,Diagnosis,SHMI,NA,NA,,FALSE,NA,NA,0,NA,numeric,interval,T,NA,NA,NA,T,,,,1,,,,,,,double(114),0,-,,,
shmiIndex_max,Clinical,Diagnosis,SHMI,NA,NA,,FALSE,NA,NA,0,NA,numeric,ordinal,T,NA,NA,NA,T,,,,,1,1,1,,,,double(114),0,-,,,
shmiIndex_stdev,Clinical,Diagnosis,SHMI,NA,NA,,FALSE,NA,NA,0,NA,numeric,interval,T,NA,NA,NA,T,,,,1,,,,,,,double(114),0,-,,,
shmiIndex_zero_freq,Clinical,Diagnosis,SHMI,NA,NA,,FALSE,NA,NA,0,NA,numeric,ordinal,T,NA,NA,NA,T,,,,1,,,,,,,int(11),0,-,,,
spellAdmimeth_emergency_180days,Admin.,Admission,Method,NA,NA,,FALSE,NA,NA,0,NA,numeric,ordinal,T,NA,NA,NA,T,,,,,,,,1,,,int(11),0,-,,,
spellAdmimeth_emergency_365days,Admin.,Admission,Method,NA,NA,,FALSE,NA,NA,0,NA,numeric,ordinal,T,NA,NA,NA,T,,,,,,,,1,,,int(11),0,-,,,
spellAdmimeth_emergency_90days,Admin.,Admission,Method,NA,NA,,FALSE,NA,NA,0,NA,numeric,ordinal,T,NA,NA,NA,T,,,,,,,,1,,,int(11),0,-,,,
spellAdmimeth_nonEmergnecy_365days,Admin.,Admission,Method,NA,NA,,FALSE,NA,NA,0,NA,numeric,ordinal,T,NA,NA,NA,T,,,,,,,,1,,,int(11),0,-,,,
spellAdmission_3years,Admin.,Admission,Count,NA,NA,,FALSE,NA,NA,0,NA,numeric,ordinal,T,NA,NA,NA,T,,,,,,,,1,,,int(11),0,-,,,
spellAdmission_freq,Admin.,Admission,Count,NA,NA,spellAdmission_freq,TRUE,-,NA,0,NA,numeric,ordinal,T,NA,NA,NA,T,,,,1,1,1,1,,,,int(11),0,-,7.67E-04,0.000767,15.25%
spellAdmission_freq,Admin.,Admission,Count,NA,NA,spellAdmission_freq__90days,TRUE,-,NA,0,NA,numeric,ordinal,T,NA,NA,NA,T,,,,1,1,1,1,,,,int(11),0,-,6.87E-04,0.000687,13.66%
spellAdmission_freq,Admin.,Admission,Count,NA,NA,spellAdmission_freq__365days,TRUE,-,NA,0,NA,numeric,ordinal,T,NA,NA,NA,T,,,,1,1,1,1,,,,int(11),0,-,4.03E-04,0.000403,8.01%
spellBedDays,Admin.,Bed Days,General,NA,NA,,FALSE,NA,NA,0,NA,numeric,ordinal,T,NA,NA,NA,T,,,1,,,,,,,,int(11),-1,-,,,
spellOpertn_freq,Admin.,Hospital,Operation,NA,NA,spellOpertn_freq__trigger,TRUE,-,NA,0,NA,numeric,ordinal,T,NA,NA,NA,T,,,,1,1,1,1,,,,int(11),0,-,4.33E-03,0.00433,86.08%
spellOpertn_freq,Admin.,Hospital,Operation,NA,NA,spellOpertn_freq,TRUE,-,NA,0,NA,numeric,ordinal,T,NA,NA,NA,T,,,,1,1,1,1,,,,int(11),0,-,1.67E-03,0.00167,33.20%
spellOpertn_freq,Admin.,Hospital,Operation,NA,NA,spellOpertn_freq__365days,TRUE,-,NA,0,NA,numeric,ordinal,T,NA,NA,NA,T,,,,1,1,1,1,,,,int(11),0,-,2.96E-04,0.000296,5.89%
spellOpertn_freq,Admin.,Hospital,Operation,NA,NA,spellOpertn_freq__90days,TRUE,-,NA,0,NA,numeric,ordinal,T,NA,NA,NA,T,,,,1,1,1,1,,,,int(11),0,-,2.23E-04,0.000223,4.43%
timeframe,Admin.,ID,Time,NA,NA,,FALSE,NA,NA,0,NA,numeric,id,F,c(1 : 60),"sprintf('%2d', c(1 : 60))","sprintf('%2d', c(1 : 60))",F,,,,,1,,1,,,,int(3),,-,,,
timeframeTrigger,Admin.,ID,Time,NA,NA,"if(timeframeTrigger__trigger = 12, 1, 0) as timeframeTrigger__trigger_12",TRUE,-,NA,0,NA,numeric,id,F,c(1 : 60),"sprintf('%2d', c(1 : 60))","sprintf('%2d', c(1 : 60))",F,,,,,,1,1,,,,int(3),,-,1.62E-04,0.000162,3.22%
timeframeTrigger,Admin.,ID,Time,NA,NA,"if(timeframeTrigger__trigger = 1, 1, 0) as timeframeTrigger__trigger_1",TRUE,-,NA,0,NA,numeric,id,F,c(1 : 60),"sprintf('%2d', c(1 : 60))","sprintf('%2d', c(1 : 60))",F,,,,,,1,1,,,,int(3),,-,1.59E-04,0.000159,3.16%
timeframeTrigger,Admin.,ID,Time,NA,NA,"if(timeframeTrigger__trigger = 0, 1, 0) as timeframeTrigger__trigger_0",TRUE,-,NA,0,NA,numeric,id,F,c(1 : 60),"sprintf('%2d', c(1 : 60))","sprintf('%2d', c(1 : 60))",F,,,,,,1,1,,,,int(3),,-,8.87E-05,0.0000887,1.76%
timeframeTrigger,Admin.,ID,Time,NA,NA,"if(timeframeTrigger__trigger = 10, 1, 0) as timeframeTrigger__trigger_10",TRUE,-,NA,0,NA,numeric,id,F,c(1 : 60),"sprintf('%2d', c(1 : 60))","sprintf('%2d', c(1 : 60))",F,,,,,,1,1,,,,int(3),,-,5.67E-05,0.0000567,1.13%
timeframeTrigger,Admin.,ID,Time,NA,NA,"if(timeframeTrigger__trigger = 2, 1, 0) as timeframeTrigger__trigger_2",TRUE,-,NA,0,NA,numeric,id,F,c(1 : 60),"sprintf('%2d', c(1 : 60))","sprintf('%2d', c(1 : 60))",F,,,,,,1,1,,,,int(3),,-,5.24E-05,0.0000524,1.04%
timeframeTrigger,Admin.,ID,Time,NA,NA,"if(timeframeTrigger__trigger = 11, 1, 0) as timeframeTrigger__trigger_11",TRUE,-,NA,0,NA,numeric,id,F,c(1 : 60),"sprintf('%2d', c(1 : 60))","sprintf('%2d', c(1 : 60))",F,,,,,,1,1,,,,int(3),,-,3.30E-05,0.000033,0.66%
timeframeTrigger,Admin.,ID,Time,NA,NA,"if(timeframeTrigger__trigger = 9, 1, 0) as timeframeTrigger__trigger_9",TRUE,-,NA,0,NA,numeric,id,F,c(1 : 60),"sprintf('%2d', c(1 : 60))","sprintf('%2d', c(1 : 60))",F,,,,,,1,1,,,,int(3),,-,1.55E-05,0.0000155,0.31%
timeframeTrigger,Admin.,ID,Time,NA,NA,"if(timeframeTrigger__trigger = 3, 1, 0) as timeframeTrigger__trigger_3",TRUE,-,NA,0,NA,numeric,id,F,c(1 : 60),"sprintf('%2d', c(1 : 60))","sprintf('%2d', c(1 : 60))",F,,,,,,1,1,,,,int(3),,-,1.55E-05,0.0000155,0.31%
timeframeTrigger,Admin.,ID,Time,NA,NA,"if(timeframeTrigger__trigger = 8, 1, 0) as timeframeTrigger__trigger_8",TRUE,-,NA,0,NA,numeric,id,F,c(1 : 60),"sprintf('%2d', c(1 : 60))","sprintf('%2d', c(1 : 60))",F,,,,,,1,1,,,,int(3),,-,8.29E-06,0.00000829,0.17%
timeframeTrigger,Admin.,ID,Time,NA,NA,"if(timeframeTrigger__trigger = 5, 1, 0) as timeframeTrigger__trigger_5",TRUE,-,NA,0,NA,numeric,id,F,c(1 : 60),"sprintf('%2d', c(1 : 60))","sprintf('%2d', c(1 : 60))",F,,,,,,1,1,,,,int(3),,-,7.06E-06,0.00000706,0.14%
timeframeTrigger,Admin.,ID,Time,NA,NA,"if(timeframeTrigger__trigger = 4, 1, 0) as timeframeTrigger__trigger_4",TRUE,-,NA,0,NA,numeric,id,F,c(1 : 60),"sprintf('%2d', c(1 : 60))","sprintf('%2d', c(1 : 60))",F,,,,,,1,1,,,,int(3),,-,6.93E-06,0.00000693,0.14%
timeframeTrigger,Admin.,ID,Time,NA,NA,"if(timeframeTrigger__trigger = 6, 1, 0) as timeframeTrigger__trigger_6",TRUE,-,NA,0,NA,numeric,id,F,c(1 : 60),"sprintf('%2d', c(1 : 60))","sprintf('%2d', c(1 : 60))",F,,,,,,1,1,,,,int(3),,-,6.31E-06,0.00000631,0.13%
timeframeTrigger,Admin.,ID,Time,NA,NA,"if(timeframeTrigger__trigger = 7, 1, 0) as timeframeTrigger__trigger_7",TRUE,-,NA,0,NA,numeric,id,F,c(1 : 60),"sprintf('%2d', c(1 : 60))","sprintf('%2d', c(1 : 60))",F,,,,,,1,1,,,,int(3),,-,-3.00E-06,0.000003,0.06%
triggerClasspat_freq1,Admin.,Admission,Classification,classpt-recoded: top freq.,NA,,FALSE,NA,NA,0,NA,numeric,nominal,F,"c(1, 2, 3, 4, 5, 8)","c(1, 2, 3, 4, 5, 8)","c('Ordinary', 'Day', 'Regular Day', 'Regular Night', 'Mothers & Babies', 'NA')",T,,,,,,,,,1,,int(1),0,-,,,
triggerHospitalDeath,Admin.,Admission,Discharge Method,NA,NA,,FALSE,NA,NA,0,NA,numeric,nominal,F,"c(0, 1)","c(0, 1)","c('F', 'T')",T,,,,,,,,,1,,int(1),0,-,,,
triggerReference,Clinical,Diagnosis Group,Reference,-,-,,FALSE,NA,NA,0,NA,numeric,nominal,F,"c(0, 1)","c(0, 1)","c('F', 'T')",T,,,,,,,,,1,,int(2),0,-,,,
triggerSpellAdmimeth_emergency,Admin.,Admission,Method,NA,NA,,FALSE,NA,NA,0,NA,numeric,nominal,F,"c(0, 1)","c(0, 1)","c('F', 'T')",T,,,,,,,,,1,,int(2),0,-,,,
triggerStartAge,patient,Demographic,Age,NA,NA,"if(triggerStartAge = 18, 1, 0) as triggerStartAge_18",TRUE,-,NA,0,NA,numeric,nominal,F,c(2 : 21),c(2 : 21),"c('  4', '  9', ' 14', ' 19', ' 24', ' 29', ' 34', ' 39', ' 44', ' 49', ' 54', ' 59', ' 64', ' 69', ' 74', ' 79', ' 84', ' 89', '120', 'NULL')",T,,,,1,,,,,,,int(2),21,-,1.63E-04,0.000163,3.24%
triggerStartAge,patient,Demographic,Age,NA,NA,"if(triggerStartAge = 19, 1, 0) as triggerStartAge_19",TRUE,-,NA,0,NA,numeric,nominal,F,c(2 : 21),c(2 : 21),"c('  4', '  9', ' 14', ' 19', ' 24', ' 29', ' 34', ' 39', ' 44', ' 49', ' 54', ' 59', ' 64', ' 69', ' 74', ' 79', ' 84', ' 89', '120', 'NULL')",T,,,,1,,,,,,,int(2),21,-,1.58E-04,0.000158,3.14%
triggerStartAge,patient,Demographic,Age,NA,NA,"if(triggerStartAge = 7, 1, 0) as triggerStartAge_7",TRUE,-,NA,0,NA,numeric,nominal,F,c(2 : 21),c(2 : 21),"c('  4', '  9', ' 14', ' 19', ' 24', ' 29', ' 34', ' 39', ' 44', ' 49', ' 54', ' 59', ' 64', ' 69', ' 74', ' 79', ' 84', ' 89', '120', 'NULL')",T,,,,1,,,,,,,int(2),21,-,1.44E-04,0.000144,2.86%
triggerStartAge,patient,Demographic,Age,NA,NA,"if(triggerStartAge = 8, 1, 0) as triggerStartAge_8",TRUE,-,NA,0,NA,numeric,nominal,F,c(2 : 21),c(2 : 21),"c('  4', '  9', ' 14', ' 19', ' 24', ' 29', ' 34', ' 39', ' 44', ' 49', ' 54', ' 59', ' 64', ' 69', ' 74', ' 79', ' 84', ' 89', '120', 'NULL')",T,,,,1,,,,,,,int(2),21,-,1.27E-04,0.000127,2.53%
triggerStartAge,patient,Demographic,Age,NA,NA,"if(triggerStartAge = 6, 1, 0) as triggerStartAge_6",TRUE,-,NA,0,NA,numeric,nominal,F,c(2 : 21),c(2 : 21),"c('  4', '  9', ' 14', ' 19', ' 24', ' 29', ' 34', ' 39', ' 44', ' 49', ' 54', ' 59', ' 64', ' 69', ' 74', ' 79', ' 84', ' 89', '120', 'NULL')",T,,,,1,,,,,,,int(2),21,-,1.25E-04,0.000125,2.49%
triggerStartAge,patient,Demographic,Age,NA,NA,"if(triggerStartAge = 17, 1, 0) as triggerStartAge_17",TRUE,-,NA,0,NA,numeric,nominal,F,c(2 : 21),c(2 : 21),"c('  4', '  9', ' 14', ' 19', ' 24', ' 29', ' 34', ' 39', ' 44', ' 49', ' 54', ' 59', ' 64', ' 69', ' 74', ' 79', ' 84', ' 89', '120', 'NULL')",T,,,,1,,,,,,,int(2),21,-,8.75E-05,0.0000875,1.74%
triggerStartAge,patient,Demographic,Age,NA,NA,"if(triggerStartAge = 15, 1, 0) as triggerStartAge_15",TRUE,-,NA,0,NA,numeric,nominal,F,c(2 : 21),c(2 : 21),"c('  4', '  9', ' 14', ' 19', ' 24', ' 29', ' 34', ' 39', ' 44', ' 49', ' 54', ' 59', ' 64', ' 69', ' 74', ' 79', ' 84', ' 89', '120', 'NULL')",T,,,,1,,,,,,,int(2),21,-,3.76E-05,0.0000376,0.75%
triggerStartAge,patient,Demographic,Age,NA,NA,"if(triggerStartAge = 16, 1, 0) as triggerStartAge_16",TRUE,-,NA,0,NA,numeric,nominal,F,c(2 : 21),c(2 : 21),"c('  4', '  9', ' 14', ' 19', ' 24', ' 29', ' 34', ' 39', ' 44', ' 49', ' 54', ' 59', ' 64', ' 69', ' 74', ' 79', ' 84', ' 89', '120', 'NULL')",T,,,,1,,,,,,,int(2),21,-,3.39E-05,0.0000339,0.67%
triggerStartAge,patient,Demographic,Age,NA,NA,"if(triggerStartAge = 9, 1, 0) as triggerStartAge_9",TRUE,-,NA,0,NA,numeric,nominal,F,c(2 : 21),c(2 : 21),"c('  4', '  9', ' 14', ' 19', ' 24', ' 29', ' 34', ' 39', ' 44', ' 49', ' 54', ' 59', ' 64', ' 69', ' 74', ' 79', ' 84', ' 89', '120', 'NULL')",T,,,,1,,,,,,,int(2),21,-,3.02E-05,0.0000302,0.60%
triggerStartAge_n14,patient,Demographic,Age,NA,NA,"if(triggerStartAge = 15, 1, 0) as triggerStartAge_15",TRUE,-,NA,0,NA,numeric,nominal,F,"c(0, 1)","c(0, 1)","c('F', 'T')",T,,,,1,,,,,,,int(2),21,-,3.76E-05,0.0000376,0.75%
triggerStartAge_n16,patient,Demographic,Age,NA,NA,"if(triggerStartAge = 15, 1, 0) as triggerStartAge_15",TRUE,-,NA,0,NA,numeric,nominal,F,"c(0, 1)","c(0, 1)","c('F', 'T')",T,,,,1,,,,,,,int(2),21,-,3.76E-05,0.0000376,0.75%
triggerStartAge_n19,patient,Demographic,Age,NA,NA,"if(triggerStartAge = 15, 1, 0) as triggerStartAge_15",TRUE,-,NA,0,NA,numeric,nominal,F,"c(0, 1)","c(0, 1)","c('F', 'T')",T,,,,1,,,,,,,int(2),21,-,3.76E-05,0.0000376,0.75%
triggerStartAge_n7,patient,Demographic,Age,NA,NA,"if(triggerStartAge = 15, 1, 0) as triggerStartAge_15",TRUE,-,NA,0,NA,numeric,nominal,F,"c(0, 1)","c(0, 1)","c('F', 'T')",T,,,,1,,,,,,,int(2),21,-,3.76E-05,0.0000376,0.75%
aneReadmiGap_avg,Hospital,Admission,Readmission Gap,NA,NA,,FALSE,NA,NA,0,NA,numeric,interval,T,NA,NA,NA,T,,,,,1,1,1,,,,double(114),0,TO DO,,,
aneReadmiGap_firstToLast,Hospital,Admission,Readmission Gap,NA,NA,,FALSE,NA,NA,0,NA,numeric,ordinal,T,NA,NA,NA,T,,,,1,,,,,,,int(11),0,TO DO,,,
aneReadmiGap_freq,Hospital,Admission,Readmission Gap,NA,NA,,FALSE,NA,NA,0,NA,numeric,ordinal,T,NA,NA,NA,T,,,,,1,1,1,,,,int(11),0,TO DO,,,
aneReadmiGap_toFinal,Hospital,Admission,Readmission Gap,NA,NA,,FALSE,NA,NA,0,NA,numeric,ordinal,T,NA,NA,NA,T,,,,1,,,,,,,int(11),0,TO DO,,,
aneReadmiGap_toNext,Hospital,Admission,Readmission Gap,NA,NA,,FALSE,NA,NA,0,NA,numeric,ordinal,T,NA,NA,NA,T,,,,1,,,,,,,int(11),0,TO DO,,,
classpatProcode3,Hospital,Geographical,2D - Patient Classification vs Geographical,NA,NA,,FALSE,NA,NA,0,NA,numeric,ordinal,T,NA,NA,NA,T,,,,,1,1,1,1,,,int(11),0,TO DO,,,
emergencyReadmiGap_avg,Hospital,Admission,Readmission Gap,NA,NA,,FALSE,NA,NA,0,NA,numeric,interval,T,NA,NA,NA,T,,,,,1,1,1,,,,double(114),0,TO DO,,,
emergencyReadmiGap_firstToLast,Hospital,Admission,Readmission Gap,NA,NA,,FALSE,NA,NA,0,NA,numeric,ordinal,T,NA,NA,NA,T,,,,1,,,,,,,int(11),0,TO DO,,,
emergencyReadmiGap_freq,Hospital,Admission,Readmission Gap,NA,NA,,FALSE,NA,NA,0,NA,numeric,ordinal,T,NA,NA,NA,T,,,,,1,1,1,,,,int(11),0,TO DO,,,
emergencyReadmiGap_toFinal,Hospital,Admission,Readmission Gap,NA,NA,,FALSE,NA,NA,0,NA,numeric,ordinal,T,NA,NA,NA,T,,,,1,,,,,,,int(11),0,TO DO,,,
emergencyReadmiGap_toNext,Hospital,Admission,Readmission Gap,NA,NA,,FALSE,NA,NA,0,NA,numeric,ordinal,T,NA,NA,NA,T,,,,1,,,,,,,int(11),0,TO DO,,,
incidentReport_orgCluster_avgIncPerMonth,Hospital,Geographical,3D - Hospital vs Geographical vs Safety,NA,NA,,FALSE,NA,NA,0,NA,numeric,ordinal,T,NA,NA,NA,T,,,,1,,,,,,,double(114),0,TO DO,,,
